Date,VEGA,VEGA_C130,VEGA_P110,TERRA,SOLACE,ANCHOR,NEON,HELIX,CERES,PRISM
2017-12-20,122.1811,8.0241,4.1171,66.4782,60.5375,98.3795,3564.8126,72.3124,166.7558,111.5445
2017-12-21,121.7789,7.4181,4.1882,66.3582,60.1219,99.17,3497.2191,72.9924,167.4066,111.5814
2017-12-22,120.1486,6.6406,4.5336,65.9398,60.6227,98.9815,3618.4479,74.2631,167.7933,111.5758
2017-12-25,119.0696,6.2762,4.9181,65.6639,60.2118,97.7968,3503.9204,73.7522,163.2165,110.296
2017-12-26,120.4085,7.0707,4.2276,67.0841,60.7347,98.1162,3448.0507,73.0587,167.0343,111.5613
2017-12-27,121.4213,7.1168,4.2064,66.152,59.7993,97.6521,3349.0704,73.187,168.2303,111.5112
2017-12-28,119.7401,6.1501,4.6314,65.8561,59.8082,97.3363,3492.2817,76.1241,166.629,111.6738
2017-12-29,119.8716,6.5392,4.3598,67.2794,60.9455,97.1854,3626.8551,75.3962,167.9636,112.4045
2018-01-01,121.2733,7.2839,3.9622,68.7231,61.3908,97.2767,3566.5546,77.618,168.0907,113.9851
2018-01-02,118.3789,6.1159,4.7954,66.5187,60.1826,97.9988,3735.2471,77.7566,166.8179,112.1868
2018-01-03,119.2411,6.1965,4.5558,66.0735,60.2286,99.3537,3928.2168,77.6676,164.6049,112.065
2018-01-04,118.1402,5.7308,5.0154,64.0519,58.6997,100.1314,4490.8593,74.9202,165.6621,110.124
2018-01-05,119.1365,6.3468,4.5626,63.2526,58.5864,100.4408,3911.994,75.9842,167.2569,110.6736
2018-01-08,117.8653,5.356,4.8732,60.7824,56.4715,99.7153,3835.0504,73.8549,171.2147,108.8971
2018-01-09,114.6903,4.3954,5.8697,60.6563,56.4942,99.8044,4203.9246,75.2926,172.0706,108.5478
2018-01-10,111.8072,3.5558,7.0855,59.6311,55.5549,100.1296,5025.1783,74.8184,175.4309,107.4851
2018-01-11,111.7808,3.5676,6.9492,59.455,55.5644,100.7371,5221.683,72.9378,181.662,107.6544
2018-01-12,112.2495,3.5413,6.7371,58.4788,54.3462,100.2883,5395.7097,76.2265,177.1768,107.5867
2018-01-15,110.7936,3.1906,7.2883,58.552,54.4766,99.5168,5441.9346,78.4644,179.0886,108.1118
2018-01-16,111.821,3.0804,7.0463,58.6,54.1263,98.7273,5671.5657,80.7244,182.0584,109.3807
2018-01-17,109.1519,2.6269,7.8553,59.6327,54.8672,98.502,6312.9145,79.8451,178.7863,108.4429
2018-01-18,108.9463,2.7266,8.177,60.6344,55.6583,99.356,6371.0337,83.4429,178.2554,109.8075
2018-01-19,107.0072,2.0569,8.8917,61.4599,56.6164,99.7243,6980.7908,83.2849,176.0932,109.4326
2018-01-22,105.9035,1.9741,9.3546,60.8065,57.1055,98.4311,6471.8675,81.5571,176.5125,108.6352
2018-01-23,105.956,2.0279,9.6362,62.0973,58.619,97.7036,6821.1708,81.4131,174.1138,109.1045
2018-01-24,104.6313,1.6501,9.8506,61.127,58.0647,98.8015,6761.3993,83.281,173.247,108.7713
2018-01-25,103.9956,1.6049,10.2482,59.744,57.3777,98.8806,7206.606,84.0543,170.934,107.9171
2018-01-26,105.5769,1.7008,9.3345,59.2493,57.2601,98.6061,6101.4784,83.7348,165.7129,107.4344
2018-01-29,104.7783,1.6557,9.9809,61.4719,58.7212,99.1786,5713.3874,81.9669,165.2725,107.6382
2018-01-30,106.0917,2.0054,9.4102,60.9726,58.3783,100.5495,5260.5343,78.1575,170.9286,107.3536
2018-01-31,104.4057,1.6193,10.2319,60.8754,58.4988,100.5502,4759.3398,76.7906,171.996,106.5966
2018-02-01,105.1867,1.6297,9.7716,59.7644,58.0025,101.2149,4540.7697,75.4319,171.3013,105.8813
2018-02-02,107.5585,2.1973,8.459,59.8305,58.323,101.6714,4513.2869,77.3961,174.7533,107.7662
2018-02-05,103.7919,1.5638,10.2698,60.5148,58.3726,101.8369,4396.9842,79.4219,173.5904,107.4298
2018-02-06,102.4099,0.9307,10.8458,61.2515,59.3631,101.9949,4285.1639,79.9643,172.2097,107.385
2018-02-07,103.2624,1.524,10.8151,60.8418,59.409,102.0003,3965.906,79.3925,173.3845,107.5343
2018-02-08,103.0221,1.2521,10.7448,60.5066,59.2002,102.6387,3973.5657,81.5848,173.6255,107.93
2018-02-09,103.6163,1.4429,10.2991,59.4088,58.3062,102.7837,3961.2223,81.2613,174.637,107.6032
2018-02-12,102.7423,1.4183,10.9769,59.6463,58.1508,104.006,3714.3899,81.7399,178.33,107.9446
2018-02-13,102.8633,1.0383,10.6229,58.6554,57.3755,103.7829,3808.3235,80.4257,181.2201,107.5297
2018-02-14,102.6602,1.0976,10.8881,57.4424,57.0518,105.8183,3905.669,80.3316,184.6105,107.4763
2018-02-15,104.4953,1.4225,9.8282,56.8339,56.6986,105.9649,3720.4103,79.0776,187.7936,107.7942
2018-02-16,105.0202,1.4207,9.6447,56.1471,56.7309,105.3198,4246.4258,79.7024,193.6537,108.657
2018-02-19,105.6115,1.8853,9.2514,55.9842,56.153,106.0848,4404.357,83.8682,193.676,109.8119
2018-02-20,105.0221,1.3831,9.3669,55.9874,56.3527,105.4997,6042.2242,84.6649,203.9102,111.1344
2018-02-21,104.259,1.2935,9.9298,56.1092,56.2391,104.6521,6036.4381,85.7429,211.3254,112.0833
2018-02-22,103.5781,1.2934,10.3941,55.8428,55.8985,107.0741,5577.5242,83.3323,217.9832,111.8788
2018-02-23,104.19,1.1605,9.9277,55.9556,55.985,107.1128,5673.4204,83.0495,217.1823,111.9963
2018-02-26,103.5958,1.1816,10.3268,55.5439,55.4644,109.151,5447.2142,84.0113,222.2363,112.4706
2018-02-27,104.0486,1.3421,9.8545,55.5253,55.671,109.1721,5658.3079,85.2639,225.528,113.4012
2018-02-28,107.3944,1.7979,8.305,55.7731,56.1025,109.1521,5511.5602,84.0491,217.842,113.3355
2018-03-01,109.0147,2.1479,7.4926,54.7049,55.3529,111.0107,6212.6715,84.5304,217.825,113.4647
2018-03-02,108.5973,1.9772,7.8247,55.3867,56.2118,109.5753,5756.8284,84.5576,214.1579,113.2532
2018-03-05,110.5838,2.2553,6.8843,55.2645,55.4991,109.3304,5839.9064,84.558,214.678,113.6892
2018-03-06,110.0425,2.3861,7.1696,55.0141,56.0731,109.9205,5279.3777,85.9375,212.6332,113.7844
2018-03-07,106.7351,1.913,8.6773,56.1447,57.1751,108.8194,5487.8782,85.8369,216.0629,113.7256
2018-03-08,105.0069,1.3517,9.4717,56.9767,57.8674,110.0745,5829.0958,86.5201,215.1887,113.7099
2018-03-09,102.0492,0.9716,11.0137,56.8957,57.8364,110.9296,5523.3384,86.3973,212.2852,112.3789
2018-03-12,101.4001,0.9581,11.2256,57.0014,57.6339,112.6729,5263.9754,88.1783,212.3231,112.5945
2018-03-13,101.4263,0.6567,11.318,57.2857,58.2784,111.2086,5303.0343,87.4776,215.7276,113.0128
2018-03-14,104.0417,1.4128,9.7759,57.6727,58.7436,110.9638,6548.4686,87.407,219.7029,114.4819
2018-03-15,104.7194,1.2713,9.4275,56.9379,58.6776,110.3855,6439.777,87.8073,217.7972,114.3837
2018-03-16,104.4412,1.4332,9.556,56.4484,58.407,110.1402,6444.036,87.5636,217.8778,113.9947
2018-03-19,105.7663,1.2629,8.7883,54.7065,57.0743,109.7122,6997.5371,86.9752,207.5475,112.2552
2018-03-20,102.4115,1.1785,10.453,54.914,56.9056,109.5984,7237.2957,85.4827,211.2566,111.2287
2018-03-21,102.6421,1.038,10.4641,54.8168,56.6448,109.4537,6937.822,87.3104,208.0879,111.3658
2018-03-22,103.8786,1.1462,9.8701,55.5287,57.771,109.2415,7518.8096,88.306,205.025,112.2115
2018-03-23,101.6918,0.831,10.9052,55.8781,58.2146,109.7286,8636.5661,88.4816,196.2579,110.8905
2018-03-26,103.3737,0.9388,10.0979,56.7975,59.3324,109.7354,8745.2065,86.9685,191.8682,111.2126
2018-03-27,104.0171,1.2256,9.9591,56.0432,59.2049,109.4109,9943.9054,86.2531,187.587,110.4917
2018-03-28,103.4343,0.9818,10.1584,57.5224,60.0319,109.3718,10029.5312,89.7517,187.2699,111.8414
2018-03-29,104.4228,0.7794,9.6829,57.0199,59.4764,110.456,9759.2496,90.7656,188.1926,112.1896
2018-03-30,108.1249,1.4718,7.6875,57.0934,59.9604,111.4225,9489.6265,88.9213,189.5049,113.1944
2018-04-02,108.6452,1.6917,7.5298,55.8353,58.9498,110.5552,10095.8956,88.8931,193.0748,113.0655
2018-04-03,109.1094,1.8384,7.0814,55.7258,59.1168,110.7915,10381.7928,90.9254,187.2171,113.1346
2018-04-04,108.4159,1.636,7.3831,54.4889,57.9723,110.2892,10754.2215,90.1472,188.9996,112.1095
2018-04-05,107.0407,1.5748,7.7565,54.3726,57.7398,111.0657,10826.3886,91.0514,186.9718,111.4378
2018-04-06,108.346,1.3071,7.6019,54.7748,57.5242,112.1346,10641.6566,92.5408,188.3081,112.3839
2018-04-09,107.0609,1.3874,8.2288,54.3273,57.6225,112.7581,10388.2271,93.1619,189.7181,112.157
2018-04-10,107.1445,1.0919,7.9215,53.5333,56.9617,112.8004,10215.5863,94.2885,190.9543,112.215
2018-04-11,106.4157,1.3514,8.2967,54.0479,57.4254,113.2656,11659.8237,92.3958,187.3566,111.3578
2018-04-12,107.1787,1.3266,7.849,53.9604,57.3135,112.2362,11289.5554,92.8156,188.2551,111.7989
2018-04-13,107.7874,1.4877,7.6809,53.8002,56.8916,112.0766,11337.7033,94.0357,185.1183,111.7052
2018-04-16,109.542,1.593,6.9652,53.9046,57.1858,110.7545,9365.15,93.888,184.0144,112.1994
2018-04-17,108.8283,1.7652,6.9171,55.8988,58.8536,110.3815,7868.7155,93.9826,186.3171,113.3288
2018-04-18,108.3859,1.6356,7.358,56.8597,59.9459,112.0468,7723.6097,92.5234,188.5141,113.729
2018-04-19,106.8166,1.3005,8.0006,57.9331,60.9297,111.2476,7895.7152,93.6685,192.0381,114.5605
2018-04-20,106.0621,1.0719,8.4068,58.3321,61.4176,112.3819,8085.6135,91.6404,187.8594,113.6377
2018-04-23,106.6584,1.2487,8.134,58.5454,61.7231,112.1027,7993.0136,92.4735,192.4529,114.7582
2018-04-24,107.9391,1.2366,7.4246,57.0232,60.3389,112.6498,8092.3311,92.4678,193.4295,114.4087
2018-04-25,106.5522,1.2473,8.0863,56.3748,59.5955,111.1144,6358.8186,94.3038,191.8535,113.8265
2018-04-26,107.9142,1.5557,7.399,55.835,58.9592,109.9255,6389.922,92.9994,189.7074,113.2835
2018-04-27,110.2345,1.8594,6.4945,54.2354,57.3932,110.516,6345.7818,93.2529,184.8092,112.5544
2018-04-30,111.0729,1.738,6.0659,53.4673,56.7197,110.5917,6616.9642,93.8685,178.8863,111.8267
2018-05-01,114.322,2.6371,4.8222,51.7257,54.8269,110.2801,6836.6108,93.7501,175.0555,111.2945
2018-05-02,113.2021,2.0869,5.0154,51.7981,54.2399,109.611,6500.7057,92.6707,174.1088,110.4449
2018-05-03,111.0872,1.8802,5.9095,52.3322,54.604,109.5922,6055.7785,89.4606,177.1667,109.6113
2018-05-04,108.0939,1.3128,7.3441,53.3348,55.1127,110.2704,7270.2503,88.381,176.0906,108.6567
2018-05-07,110.4313,1.3491,6.191,53.4819,55.2529,110.8253,7065.7633,87.7893,182.5256,110.0522
2018-05-08,111.6747,1.6837,5.7452,52.7759,55.1421,110.7777,7084.0208,84.7823,182.1875,109.4451
2018-05-09,111.678,1.7969,5.8579,51.701,54.1771,109.8685,7348.5625,81.7073,176.2106,107.3717
2018-05-10,112.1818,1.8809,5.5573,50.8165,53.2512,109.5802,7300.4488,82.2584,181.1132,107.6745
2018-05-11,110.3618,1.364,6.1521,49.8517,52.2576,110.0861,8527.3573,81.5371,183.6968,106.6727
2018-05-14,114.4272,2.4662,4.5293,49.3173,52.0988,109.5676,9202.832,81.3958,183.9605,107.6914
2018-05-15,114.895,2.5427,4.11,49.2754,51.7183,109.6982,10191.4494,82.8985,178.8816,107.4731
2018-05-16,115.1418,2.5173,4.2969,48.7052,51.4177,109.1443,11183.3757,83.6966,178.5157,107.435
2018-05-17,116.4496,2.7697,3.854,48.8714,51.5678,107.3772,10923.3588,81.4581,180.957,107.7008
2018-05-18,117.3946,3.2956,3.648,48.9769,50.972,107.3787,9098.0798,77.9675,184.6073,107.4317
2018-05-21,117.8727,3.5086,3.4319,48.6172,51.1237,106.98,9957.1537,79.3275,182.6288,107.6209
2018-05-22,116.542,2.762,3.7693,49.2626,51.7701,107.45,8395.3354,76.8708,186.4165,107.4272
2018-05-23,117.3381,2.9511,3.346,48.602,50.9279,107.4782,8416.6698,75.2266,182.6563,106.347
2018-05-24,120.7752,4.2457,2.5663,48.9592,51.1156,107.5227,8646.8929,73.878,179.3525,106.8458
2018-05-25,123.4551,5.1626,2.1762,49.2183,50.9491,107.6885,8623.9637,76.2863,182.0092,108.6507
2018-05-28,126.6192,6.632,1.7939,49.2433,50.9017,105.8936,8813.8944,76.9344,181.3407,109.6819
2018-05-29,125.8509,6.3527,1.6744,49.7589,50.868,106.0413,9433.4949,77.9491,180.9218,109.7924
2018-05-30,123.9961,5.0673,2.0114,50.5957,51.5098,105.5948,9206.4029,74.2633,180.4769,108.7611
2018-05-31,123.7083,5.393,2.1203,49.8369,51.0243,106.9915,10282.6744,71.4783,182.929,107.9123
2018-06-01,123.8345,5.228,1.8696,49.907,50.7756,106.7097,10204.4198,73.0713,182.45,108.2684
2018-06-04,125.928,6.0795,1.6564,50.4564,50.9933,105.8358,11540.9916,70.8446,186.7105,108.9319
2018-06-05,122.912,4.7476,2.0107,50.5251,50.8224,106.1998,11144.3842,73.8339,184.3577,108.789
2018-06-06,125.6518,5.9346,1.7261,50.9349,51.422,108.1163,10669.6923,72.749,181.0334,109.1436
2018-06-07,125.5317,5.5892,1.6427,51.0562,51.629,108.0372,10827.7436,71.4656,183.6991,109.0936
2018-06-08,124.762,5.684,1.7639,51.971,52.7048,108.009,11396.9963,70.2816,185.1565,109.3156
2018-06-11,122.8814,4.6243,1.941,51.0132,51.8815,107.3447,33946.733,70.3097,181.1808,107.8038
2018-06-12,119.8143,3.5105,2.738,50.7079,52.1662,105.9532,32999.9088,73.1859,177.4537,107.4689
2018-06-13,121.1879,4.0405,2.5816,49.9563,51.3879,106.2483,35270.7513,72.4824,175.518,106.9335
2018-06-14,121.4273,3.8017,2.1422,50.1134,51.5219,106.7843,34120.1957,73.2701,170.2605,106.7218
2018-06-15,119.1478,3.2082,2.7108,48.983,50.6691,107.7256,34331.423,74.6254,168.7268,105.7647
2018-06-18,116.781,2.3757,3.3812,49.201,50.905,107.5577,25011.416,77.014,164.9484,105.533
2018-06-19,116.1137,2.344,3.6209,48.8556,50.3696,107.1045,25652.6052,78.3711,166.549,105.6425
2018-06-20,119.0591,2.7031,2.6452,48.2778,50.2525,107.5913,25981.6296,78.6918,167.7879,106.4253
2018-06-21,118.7825,2.8927,2.4194,47.5839,49.4011,106.9346,26429.8269,75.9041,173.2655,105.6708
2018-06-22,116.1556,2.0619,3.6123,47.2601,49.0744,106.723,27160.9979,75.7307,170.1609,104.3533
2018-06-25,115.635,2.066,3.6754,47.7827,49.3287,106.5581,24188.611,72.8571,169.786,103.5322
2018-06-26,115.1717,1.9403,3.497,47.8127,49.3436,107.2027,24039.1221,70.046,163.5686,101.8477
2018-06-27,110.6166,0.9078,5.2824,48.587,49.8793,107.5694,23615.9981,70.7214,165.7924,101.5481
2018-06-28,110.3413,0.8516,5.6377,49.7189,50.9327,109.2855,24037.6329,72.1625,165.3614,102.6172
2018-06-29,109.9791,0.8769,5.7571,49.8199,51.0402,109.0509,24169.5316,71.7894,164.0174,102.3216
2018-07-02,111.1487,0.9054,5.1792,49.1604,50.8739,108.9743,24452.3306,73.012,165.6491,103.0011
2018-07-03,114.3696,1.7086,3.8316,49.419,51.3217,108.8465,23798.971,68.9024,168.3291,102.972
2018-07-04,116.5223,1.984,3.1751,49.1192,51.0119,108.394,23730.7437,66.4062,169.5979,102.7739
2018-07-05,116.1974,1.4997,3.2206,48.725,50.6253,108.1446,25240.9249,68.7714,171.657,103.3906
2018-07-06,114.303,1.4457,3.9403,47.4569,50.0242,108.14,25239.8137,68.1096,171.7597,102.1156
2018-07-09,118.7402,2.3919,2.4105,47.871,50.1032,108.051,26447.1262,68.0279,175.4681,103.9314
2018-07-10,119.1124,2.3822,2.3091,47.9118,49.8643,109.1305,26025.7356,67.2307,168.2605,102.8853
2018-07-11,119.1917,2.4349,2.487,48.304,49.829,109.5879,26674.3509,67.7633,165.6248,102.7753
2018-07-12,119.1883,2.6059,2.3395,47.4915,49.6209,109.5068,26122.3917,67.3372,165.8938,102.3729
2018-07-13,119.5787,2.8749,2.4002,47.8925,49.5653,109.9638,21060.1141,67.865,167.9834,102.9271
2018-07-16,119.3753,2.6313,2.1779,47.1998,49.2708,109.4007,20923.239,69.5481,171.109,103.4514
2018-07-17,118.378,2.1809,2.4634,47.3807,49.2404,109.7361,21242.159,68.9851,168.5799,102.7361
2018-07-18,117.3971,2.0578,2.5846,47.9739,49.5235,109.4826,19163.9314,67.0424,172.3994,102.6027
2018-07-19,117.326,1.8757,2.6914,48.6565,49.9536,109.3569,18319.1093,66.7872,177.852,103.5423
2018-07-20,116.4049,1.5989,2.7408,48.3124,50.1854,108.8405,18282.919,66.5341,177.464,103.113
2018-07-23,115.1562,1.2445,3.2054,47.3451,49.1966,108.2698,17708.8161,66.3139,180.988,102.5416
2018-07-24,115.313,1.162,3.0183,49.2244,50.5862,107.6818,16273.3847,64.9242,176.6297,102.6121
2018-07-25,114.915,1.2666,3.3724,50.5288,51.4128,109.2275,14751.8837,65.8414,176.5306,103.4241
2018-07-26,117.552,1.8857,2.5988,51.1953,51.8526,108.4022,14683.3017,66.0489,181.7727,105.208
2018-07-27,113.1329,0.968,3.6301,50.7123,51.564,107.1577,13764.8559,65.4543,188.2375,104.3633
2018-07-30,114.8189,1.1764,3.4029,50.5185,52.2341,107.5624,12737.6833,63.8005,189.4751,104.6366
2018-07-31,117.1075,1.5345,2.8547,50.322,51.6403,107.3805,13238.7012,64.6099,193.7177,105.776
2018-08-01,113.6687,1.0949,3.5759,51.1459,52.5515,107.9269,13700.5558,64.6588,194.3532,105.4068
2018-08-02,112.9539,0.6812,3.7194,51.1444,52.5002,109.4175,14340.2805,67.1874,194.0994,106.0017
2018-08-03,112.3247,0.8925,4.3416,50.4423,52.3543,109.8448,14393.1834,63.9031,195.3938,104.6588
2018-08-06,109.9805,0.3551,4.7826,49.8416,52.2734,110.2045,14625.7265,65.5895,196.9381,104.4871
2018-08-07,108.624,0.2688,5.5471,50.4728,53.0203,110.5576,14424.1401,67.6829,192.5485,104.7473
2018-08-08,106.7956,0.0368,6.4778,51.7641,53.8036,111.1506,11809.9095,68.4374,192.9907,105.1787
2018-08-09,109.5805,0.3559,5.201,52.8431,55.2659,111.6773,11891.1641,68.3936,185.0529,105.9083
2018-08-10,111.3077,0.7217,4.3074,53.2554,55.806,111.668,12921.0362,69.6292,182.8381,106.8022
2018-08-13,113.5746,0.9059,3.3242,53.2546,55.9364,112.1021,12683.057,69.9569,183.1318,107.681
2018-08-14,114.9621,1.1608,2.7894,50.8899,54.2446,111.7508,13434.1918,70.9246,182.1103,107.0679
2018-08-15,113.1346,0.8105,3.4401,51.1089,54.136,111.1192,13357.7176,69.1304,181.0934,105.9282
2018-08-16,112.1924,0.4385,3.6791,51.0736,53.6219,109.3407,14046.6524,68.6627,179.8032,105.1705
2018-08-17,113.0058,0.6297,3.4749,51.3289,53.779,108.5164,13946.8379,69.0882,179.2011,105.5684
2018-08-20,111.0266,0.3416,4.139,51.0444,53.7186,108.3024,13505.2677,68.9587,181.5424,105.1426
2018-08-21,112.1558,0.7501,3.5461,50.004,53.5248,108.7981,13378.8561,68.2247,183.2945,104.9618
2018-08-22,111.8427,0.324,3.9674,50.0412,53.6659,108.5358,12603.9796,68.5425,182.6563,104.9156
2018-08-23,111.2334,0.5676,3.9713,50.4043,54.0912,108.2417,12854.1721,68.7466,182.2686,105.036
2018-08-24,112.4291,0.6628,3.3788,51.103,54.7454,108.6467,13805.1506,68.7481,184.7813,106.0928
2018-08-27,113.2757,0.8757,3.1737,51.6338,55.3776,108.0156,14550.4518,70.4415,183.8602,107.2046
2018-08-28,112.7403,0.4654,3.3624,51.9373,55.6355,108.9957,14567.6868,71.1377,186.1801,107.6956
2018-08-29,114.7253,0.8457,2.4472,51.8442,55.3676,109.166,14427.6944,70.8365,184.9049,107.8741
2018-08-30,113.0132,0.8627,3.2329,52.0209,55.3019,108.7605,13229.9951,71.5686,181.324,107.1654
2018-08-31,114.0113,0.5174,2.6954,52.0667,54.9045,108.9402,13359.7915,75.8114,178.7346,108.318
2018-09-03,115.1154,0.4962,2.6528,52.2853,54.7385,109.0271,12620.209,79.5528,178.6572,109.785
2018-09-04,114.6721,0.3668,2.6122,52.7432,54.9985,109.1619,10389.74,78.2897,185.5434,110.3432
2018-09-05,115.2468,0.8073,2.2991,53.483,55.6852,109.6881,10377.2175,78.3223,181.6065,110.5152
2018-09-06,113.1665,0.168,2.888,55.4241,57.1933,108.7892,9950.2447,77.3788,184.2252,110.9655
2018-09-07,114.6768,0.5327,2.4396,57.1588,58.8065,109.46,9626.8972,77.0259,184.2337,112.2577
2018-09-10,114.4699,0.6112,2.5564,56.7458,59.3165,109.3244,10025.6574,77.4258,187.6186,112.7279
2018-09-11,113.5996,0.4675,2.726,53.8672,57.3653,108.9509,10004.6205,78.9521,186.8861,111.4056
2018-09-12,115.392,0.6744,2.1203,54.8774,58.4635,109.6223,8602.5462,79.0967,181.8512,111.9883
2018-09-13,114.3037,0.5047,2.4413,54.4042,57.4213,109.5829,7975.4851,77.3037,180.2008,110.3767
2018-09-14,111.895,0.4561,3.1675,54.1177,57.1553,110.141,7792.8767,79.1493,171.4855,108.9895
2018-09-17,109.2302,0.01,4.3241,53.9676,57.012,109.0551,8078.8889,79.7578,169.985,108.1416
2018-09-18,110.1295,0.0519,3.6583,53.5064,56.334,109.9275,7918.097,79.329,173.4649,108.3683
2018-09-19,108.1114,0.01,4.9773,53.9436,57.3438,110.3871,7549.9821,79.3975,169.5177,107.7483
2018-09-20,110.9265,0.2925,3.5222,52.675,56.3651,111.2268,7298.6105,79.2591,171.6701,108.1088
2018-09-21,107.6883,0.1982,4.9242,51.9069,55.8602,112.2854,6440.6418,80.6549,170.8106,107.0731
2018-09-24,110.3358,0.1942,3.8948,52.026,56.1173,110.8648,6664.1133,80.6525,172.6215,108.1576
2018-09-25,110.855,0.3142,3.4128,52.6987,56.5333,110.6106,6621.9179,80.7321,174.8614,108.93
2018-09-26,110.7535,0.01,3.2822,53.5944,56.9741,110.4582,7329.1665,79.981,170.9448,108.6339
2018-09-27,109.8799,0.3398,3.8603,52.7487,56.6336,110.8911,7308.9962,80.866,169.3871,108.074
2018-09-28,110.5293,0.3293,3.472,51.6856,55.8198,110.0012,7057.2029,80.1273,166.2423,106.9278
2018-10-01,110.5327,0.2037,3.4293,51.2985,55.2925,110.805,6975.0552,79.6738,161.384,105.863
2018-10-02,112.4111,0.4171,2.5353,51.1497,55.4071,110.074,7035.5166,78.8688,162.3355,106.3121
2018-10-03,112.7334,0.01,2.4837,52.1593,56.2984,110.7081,7055.2463,80.5146,163.7828,107.542
2018-10-04,113.0379,0.0762,2.2515,50.9442,55.4194,111.1657,7017.7382,80.4248,163.6238,106.9658
2018-10-05,112.472,0.0113,2.5052,51.1053,55.4823,110.5999,6681.5898,80.3788,164.7773,107.0128
2018-10-08,112.3815,0.2171,2.1994,50.2706,54.1297,109.9468,6515.5806,80.4409,163.6346,106.2048
2018-10-09,112.9309,0.01,2.1392,49.1668,53.4049,109.4957,6106.6913,81.349,162.2632,105.9365
2018-10-10,110.1308,0.1561,3.4667,49.3987,54.0705,110.2283,5934.2073,79.4799,162.0538,104.864
2018-10-11,107.8246,0.2212,4.3012,49.7574,54.3421,110.4958,6474.6529,79.7853,165.2687,104.8965
2018-10-12,108.952,0.1256,3.6681,50.0658,54.7011,110.3563,6639.8134,76.1635,169.6178,105.0518
2018-10-15,109.3216,0.0641,3.4533,50.801,55.5401,110.8724,6654.2588,75.3404,169.2983,105.3654
2018-10-16,109.0715,0.01,3.4396,50.3448,56.0952,109.8504,6797.541,75.0963,168.0866,105.0773
2018-10-17,109.1219,0.01,3.2462,49.9779,56.0058,111.6687,6785.565,75.6625,170.2873,105.3751
2018-10-18,109.7278,0.2037,3.1337,51.1179,56.9255,112.2065,6543.9329,75.6521,173.2528,106.5612
2018-10-19,108.9058,0.1264,3.5395,50.4919,56.5859,112.54,6637.4393,74.3484,173.4695,105.7208
2018-10-22,107.6338,0.01,4.1751,50.7538,57.4916,114.5893,6173.9229,76.0061,179.5813,106.977
2018-10-23,107.9198,0.01,3.9472,50.4427,57.0938,115.6809,5033.2322,77.0313,178.4376,106.9553
2018-10-24,106.3936,0.01,4.867,49.314,56.1548,115.0332,5034.2628,78.3768,177.301,106.0972
2018-10-25,107.0036,0.01,4.5419,47.9234,55.0607,115.0638,4633.5402,75.8806,176.5846,104.7993
2018-10-26,104.3666,0.2869,6.2062,47.4642,54.806,113.7369,4635.1933,78.5829,180.6484,105.0832
2018-10-29,105.8915,0.01,4.9962,47.9336,55.4099,112.6179,7476.3289,77.5946,179.6451,105.2434
2018-10-30,106.7548,0.0289,4.3944,47.8076,55.978,112.0899,7062.849,76.8256,179.0899,105.3432
2018-10-31,107.2414,0.1516,4.1282,48.6743,56.1828,111.9788,7071.4616,76.1435,170.9784,104.6314
2018-11-01,108.8914,0.01,3.1937,47.8642,55.9316,111.7831,7247.3909,77.1587,168.5053,104.8178
2018-11-02,111.7655,0.0315,1.579,48.8021,57.1788,113.7374,6782.0394,77.3483,164.7434,105.9184
2018-11-05,113.663,0.1489,1.0139,47.9166,56.5234,114.7802,7638.1173,75.5329,163.316,105.3532
2018-11-06,110.6944,0.01,1.9824,48.2389,56.4977,114.6021,7510.2917,73.5733,163.2702,103.9894
2018-11-07,108.4809,0.4304,2.8691,48.2625,56.178,114.107,9836.8693,72.7305,162.3014,102.8891
2018-11-08,107.3937,0.01,3.5999,47.997,55.8491,113.8007,10065.6617,73.3744,164.4119,102.7924
2018-11-09,107.4142,0.1588,3.3404,48.7654,56.1787,114.432,9878.2946,72.9005,168.8141,103.5373
2018-11-12,108.285,0.01,2.6705,48.6484,55.7452,113.7226,10594.4157,75.3047,168.283,104.1967
2018-11-13,107.1882,0.1158,3.5755,47.7907,54.9869,112.4849,12379.716,73.203,164.8152,102.458
2018-11-14,107.4667,0.0662,3.2157,47.7708,55.4799,111.7476,12236.8063,75.2708,165.7055,103.3403
2018-11-15,106.3016,0.01,4.0854,47.3469,55.0217,110.945,12359.0626,74.3609,162.7504,102.1576
2018-11-16,105.3054,0.0343,4.8376,49.101,57.2902,111.3659,11954.9566,76.1624,160.2829,103.2833
2018-11-19,103.0894,0.01,6.7558,49.5055,57.277,110.6263,11598.1826,77.5354,163.9114,103.5805
2018-11-20,101.5952,0.0905,8.3396,49.3093,57.4177,110.3784,11755.2274,77.1311,154.988,101.8913
2018-11-21,99.5138,0.0447,10.286,48.8538,56.9154,109.9778,10157.5901,75.7997,155.7214,100.682
2018-11-22,97.9967,0.0958,12.131,47.2496,55.5545,109.7279,10767.464,77.398,156.9031,99.8708
2018-11-23,99.5118,0.1587,10.2925,46.417,54.7248,109.7592,11034.9713,76.4971,154.1523,99.2302
2018-11-26,98.21,0.0551,11.7335,46.3809,54.4783,110.4877,10971.3832,76.139,153.6737,98.6229
2018-11-27,102.1293,1.7133,11.5162,47.2512,55.097,110.3961,10821.3381,78.2753,149.1614,100.1901
